date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:39:07	60987/60987	---M--	200	added ('OK')	image/png	etag:%22bca0082c8da9a8ac228e72c2907fc5ff%22	https://cdn.bitpanda.com/media/New%20navigation_Rebrand%203.0/Screenshot%202022-11-17%20at%2011.15.02.png	/home/arewageek/dev/clones/247%20coin%20trading/cdn.bitpanda.com/media/New%20navigation_Rebrand%203.0/Screenshot%202022-11-17%20at%2011.15.02.png	(from https://247cointrading.com/)
15:39:09	1369/1369	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22ab90eb82c6f6c36057b3c382987cf5f4%22	https://cdn.bitpanda.com/media/New%20navigation_Rebrand%203.0/Group%20302%20new.svg	/home/arewageek/dev/clones/247%20coin%20trading/cdn.bitpanda.com/media/New%20navigation_Rebrand%203.0/Group%20302%20new.svg	(from https://247cointrading.com/)
15:39:09	26786/26786	---M--	200	added ('OK')	image/jpeg	etag:%22268f2c450626f162617a3506d85e800e%22	https://cdn.bitpanda.com/media/New%20navigation_Rebrand%203.0/Blog-nav-thumb3-280x200.jpg	/home/arewageek/dev/clones/247%20coin%20trading/cdn.bitpanda.com/media/New%20navigation_Rebrand%203.0/Blog-nav-thumb3-280x200.jpg	(from https://247cointrading.com/)
15:39:12	135682/135682	---M--	200	added ('OK')	image/png	etag:%22f56e6d971531b546df693f258a9e9321%22	https://cdn.bitpanda.com/media/your-investment-your-assets-why-your-money-is-safe-with-bitpanda-bitpanda-blog-en.png	/home/arewageek/dev/clones/247%20coin%20trading/cdn.bitpanda.com/media/your-investment-your-assets-why-your-money-is-safe-with-bitpanda-bitpanda-blog-en.png	(from https://247cointrading.com/)
15:39:15	7637/7637	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Oct%202023%2014:39:15%20GMT	https://247cointrading.com/app/login	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/app/login.html	(from https://247cointrading.com/)
15:39:15	1654/1654	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%227efbca14e9224fc6b8574ce63aba614e%22	https://cdn.bitpanda.com/media/New%20navigation_Rebrand%203.0/Group%2032%20new.svg	/home/arewageek/dev/clones/247%20coin%20trading/cdn.bitpanda.com/media/New%20navigation_Rebrand%203.0/Group%2032%20new.svg	(from https://247cointrading.com/)
15:39:17	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2014%20Oct%202023%2014:39:16%20GMT	https://247cointrading.com/app	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/app	(from https://247cointrading.com/)
15:39:20	655151/655151	---M--	200	added ('OK')	image/png	etag:%22695a9db4ed155460a0de9301862b8d62%22	https://cdn.bitpanda.com/media/New%20navigation_Rebrand%203.0/bpc%20b%20logo%20rounded%20square.png	/home/arewageek/dev/clones/247%20coin%20trading/cdn.bitpanda.com/media/New%20navigation_Rebrand%203.0/bpc%20b%20logo%20rounded%20square.png	(from https://247cointrading.com/)
15:39:20	98503/98503	---M-Z	200	added ('OK')	text/html	etag:%22180c7-6423e345-fd4c01020c609385;gz%22	https://247cointrading.com/en/about-us.html	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/en/about-us.html	(from https://247cointrading.com/)
15:39:22	36955/36955	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Oct%202023%2014:39:22%20GMT	https://247cointrading.com/app/	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/app/index.html	(from https://247cointrading.com/)
15:39:23	125147/125147	---M-Z	200	added ('OK')	text/html	etag:%221e8db-6423e368-62c23bf25cceef20;gz%22	https://247cointrading.com/en/security.html	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/en/security.html	(from https://247cointrading.com/)
15:39:26	33845/33845	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Oct%202023%2014:39:24%20GMT	https://247cointrading.com/app/register	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/app/register.html	(from https://247cointrading.com/)
15:39:27	65964/65964	---MCZ	200	added ('OK')	application/javascript	etag:W/%22646ba3b2-101ac%22	https://www.livecoinwatch.com/static/lcw-widget.js	/home/arewageek/dev/clones/247%20coin%20trading/www.livecoinwatch.com/static/lcw-widget.js	(from https://247cointrading.com/)
15:39:28	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63fcba95-2a6960330769ea18;gz%22	https://247cointrading.com/en/prices/cryptocurrencies.html	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/en/prices/cryptocurrencies.html	(from https://247cointrading.com/)
15:39:29	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63fcba95-2a6960330769ea18;gz%22	https://247cointrading.com/en/prices/stocks.html	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/en/prices/stocks.html	(from https://247cointrading.com/)
15:39:30	6609/6609	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Oct%202023%2014:39:30%20GMT	https://247cointrading.com/app/register/articles/360019578140-Who-can-use-Bitpanda-	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/app/register/articles/360019578140-Who-can-use-Bitpanda-	(from https://247cointrading.com/)
15:39:32	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63fcba95-2a6960330769ea18;gz%22	https://247cointrading.com/en/limits.html	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/en/limits.html	(from https://247cointrading.com/)
15:39:32	421/421	---MCZ	200	added ('OK')	application/javascript	etag:W/%22d34a8a89944479eef669417eb9f8e3c5%22	https://cdn.bitpanda.com/app/v2/js/cta-button.min.js?id=d34a8a89944479eef669	/home/arewageek/dev/clones/247%20coin%20trading/cdn.bitpanda.com/app/v2/js/cta-button.minb126.js	(from https://247cointrading.com/)
15:39:34	3696/3696	---MCZ	200	added ('OK')	text/css	etag:W/%22d72e3fcdab7eac55cb76f4da0f52688b%22	https://cdn.bitpanda.com/app/v2/css/hero-ticker.min.css?id=d72e3fcdab7eac55cb76	/home/arewageek/dev/clones/247%20coin%20trading/cdn.bitpanda.com/app/v2/css/hero-ticker.min76f7.css	(from https://247cointrading.com/)
15:39:37	13268/13268	---MCZ	200	added ('OK')	application/javascript	etag:W/%228c9e42c435788c4231a117ac6693110f%22	https://cdn.bitpanda.com/app/v2/js/hero-ticker.min.js?id=08a6562cc452f266d797	/home/arewageek/dev/clones/247%20coin%20trading/cdn.bitpanda.com/app/v2/js/hero-ticker.minda91.js	(from https://247cointrading.com/)
15:39:40	1055774/1055774	---M--	200	added ('OK')	image/png	date:Sat,%2014%20Oct%202023%2014:39:36%20GMT	https://247cointrading.com/img/Hero.png	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/img/Hero.png	(from https://247cointrading.com/)
15:39:41	136062/136062	---M--	200	added ('OK')	image/png	date:Sat,%2014%20Oct%202023%2014:39:39%20GMT	https://247cointrading.com/img/Register.png	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/img/Register.png	(from https://247cointrading.com/)
15:39:44	33845/33845	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20Oct%202023%2014:39:44%20GMT	https://247cointrading.com/app/register?origin=web	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/app/register73a6.html	(from https://247cointrading.com/)
15:39:46	128504/128504	---M--	200	added ('OK')	image/png	date:Sat,%2014%20Oct%202023%2014:39:44%20GMT	https://247cointrading.com/img/Register1.png	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/img/Register1.png	(from https://247cointrading.com/)
15:39:47	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22999-63fcba95-2a6960330769ea18;;;%22	https://247cointrading.com/img/Register2.png	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/img/Register2.png	(from https://247cointrading.com/)
15:39:48	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22999-63fcba95-2a6960330769ea18;;;%22	https://247cointrading.com/img/Register3.png	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/img/Register3.png	(from https://247cointrading.com/)
15:39:49	12256/12256	---MCZ	200	added ('OK')	application/javascript	etag:W/%2296313ad2b45589c4948749e3d78bf697%22	https://cdn.bitpanda.com/app/v2/js/vertical-slider.min.js?id=96313ad2b45589c49487	/home/arewageek/dev/clones/247%20coin%20trading/cdn.bitpanda.com/app/v2/js/vertical-slider.min038a.js	(from https://247cointrading.com/)
15:39:50	580186/580186	---MCZ	200	added ('OK')	application/javascript	etag:W/%2244fd33a3214440e1f15f847f96d8bbc6%22	https://cdn.bitpanda.com/app/v2/js/dist/prices-carousel/prices-carousel.min.js?id=3240e18a15e1d86c42cf	/home/arewageek/dev/clones/247%20coin%20trading/cdn.bitpanda.com/app/v2/js/dist/prices-carousel/prices-carousel.min9866.js	(from https://247cointrading.com/)
15:39:51	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63fcba95-2a6960330769ea18;gz%22	https://247cointrading.com/https://247cointrading.com/index.html	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/https_/247cointrading.com/index.html	(from https://247cointrading.com/)
15:39:52	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2014%20Oct%202023%2014:39:52%20GMT	https://247cointrading.com/.	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/	(from https://247cointrading.com/)
15:39:53	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63fcba95-2a6960330769ea18;gz%22	https://247cointrading.com/about-us.html	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/about-us.html	(from https://247cointrading.com/)
15:39:54	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63fcba95-2a6960330769ea18;gz%22	https://247cointrading.com/career.html	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/career.html	(from https://247cointrading.com/)
15:39:56	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63fcba95-2a6960330769ea18;gz%22	https://247cointrading.com/features.html	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/features.html	(from https://247cointrading.com/)
15:39:56	578142/578142	---MCZ	200	added ('OK')	application/javascript	etag:W/%22f716386f5142736367c2895bb2c24e69%22	https://cdn.bitpanda.com/app/v2/js/all.min.js?id=67e4d4319fbaeabb283e	/home/arewageek/dev/clones/247%20coin%20trading/cdn.bitpanda.com/app/v2/js/all.min3b73.js	(from https://247cointrading.com/)
15:39:57	17998/17998	---MCZ	200	added ('OK')	application/javascript	etag:W/%22af6b3653159b56b92885bef55dcff557%22	https://cdn.bitpanda.com/app/v2/js/stock.min.js?id=72bce0a791e192ad0fb0	/home/arewageek/dev/clones/247%20coin%20trading/cdn.bitpanda.com/app/v2/js/stock.min3cea.js	(from https://247cointrading.com/)
15:39:59	478/478	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a46df48a3e7708bbd28d53479a09c44%22	https://cdn.bitpanda.com/app/v2/js/dotcom-components/dotcom-components.esm.js?id=418046627d829dcf7600	/home/arewageek/dev/clones/247%20coin%20trading/cdn.bitpanda.com/app/v2/js/dotcom-components/dotcom-components.esmcb35.js	(from https://247cointrading.com/)
15:40:01	117199/117199	---MCZ	200	added ('OK')	application/javascript	etag:W/%22f5506c88226bfa2d150e5e93931dea79%22	https://cdn.bitpanda.com/app/v2/js/dotcom-components/dotcom-components.js?id=0b52396aaf0e4308e3af	/home/arewageek/dev/clones/247%20coin%20trading/cdn.bitpanda.com/app/v2/js/dotcom-components/dotcom-components165a.js	(from https://247cointrading.com/)
15:40:02	225/225	---MCZ	403	error ('Forbidden')	application/xml	date:Sat,%2014%20Oct%202023%2014:40:01%20GMT	https://cdn.bitpanda.com/robots.txt		(from https://247cointrading.com/)
15:40:03	1740/1740	---MCZ	403	error ('Forbidden')	text/html	date:Sat,%2014%20Oct%202023%2014:40:02%20GMT	https://code.highcharts.com/robots.txt		(from https://247cointrading.com/)
15:40:04	49/49	---M--	404	error ('Not%20Found')	text/plain	etag:%22328257380186d550f96adf638ff85092%22	https://cdn.segment.com/robots.txt		(from https://247cointrading.com/)
15:40:04	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2014%20Oct%202023%2014:40:04%20GMT	https://247cointrading.com/.	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/	(from https://247cointrading.com/index.html)
15:40:06	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63fcba95-2a6960330769ea18;gz%22	https://247cointrading.com/en/de.html	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/en/de.html	(from https://247cointrading.com/en/features.html)
15:40:07	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63fcba95-2a6960330769ea18;gz%22	https://247cointrading.com/en/fr.html	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/en/fr.html	(from https://247cointrading.com/en/features.html)
15:40:08	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63fcba95-2a6960330769ea18;gz%22	https://247cointrading.com/en/es.html	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/en/es.html	(from https://247cointrading.com/en/features.html)
15:40:10	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63fcba95-2a6960330769ea18;gz%22	https://247cointrading.com/en/it.html	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/en/it.html	(from https://247cointrading.com/en/features.html)
15:40:11	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63fcba95-2a6960330769ea18;gz%22	https://247cointrading.com/en/pl.html	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/en/pl.html	(from https://247cointrading.com/en/features.html)
15:40:12	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63fcba95-2a6960330769ea18;gz%22	https://247cointrading.com/en/en/prices/etfs/top-50-USDo-stocks-USDostoxx50.html	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/en/en/prices/etfs/top-50-USDo-stocks-USDostoxx50.html	(from https://247cointrading.com/en/features.html)
15:40:13	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63fcba95-2a6960330769ea18;gz%22	https://247cointrading.com/en/en/prices/etfs/top-40-german-stocks-dax.html	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/en/en/prices/etfs/top-40-german-stocks-dax.html	(from https://247cointrading.com/en/features.html)
15:40:14	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63fcba95-2a6960330769ea18;gz%22	https://247cointrading.com/en/en/prices/etfs/top-100-british-stocks-ftse100.html	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/en/en/prices/etfs/top-100-british-stocks-ftse100.html	(from https://247cointrading.com/en/features.html)
15:40:16	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63fcba95-2a6960330769ea18;gz%22	https://247cointrading.com/en/en/prices/etfs/emerging-markets-stocks-msci-em.html	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/en/en/prices/etfs/emerging-markets-stocks-msci-em.html	(from https://247cointrading.com/en/features.html)
15:40:17	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63fcba95-2a6960330769ea18;gz%22	https://247cointrading.com/en/en/prices/etfs.html	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/en/en/prices/etfs.html	(from https://247cointrading.com/en/features.html)
15:40:18	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63fcba95-2a6960330769ea18;gz%22	https://247cointrading.com/en/en/prices/bci-infrastructure-leaders-bciil.html	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/en/en/prices/bci-infrastructure-leaders-bciil.html	(from https://247cointrading.com/en/features.html)
15:40:19	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63fcba95-2a6960330769ea18;gz%22	https://247cointrading.com/en/en/prices/bci-defi-leaders-bcidl.html	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/en/en/prices/bci-defi-leaders-bcidl.html	(from https://247cointrading.com/en/features.html)
15:40:21	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63fcba95-2a6960330769ea18;gz%22	https://247cointrading.com/en/en/prices/bci-media-entertainment-leaders-bciml.html	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/en/en/prices/bci-media-entertainment-leaders-bciml.html	(from https://247cointrading.com/en/features.html)
15:40:22	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63fcba95-2a6960330769ea18;gz%22	https://247cointrading.com/en/en/prices/bci-smart-contract-leaders-bcisl.html	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/en/en/prices/bci-smart-contract-leaders-bcisl.html	(from https://247cointrading.com/en/features.html)
15:40:23	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63fcba95-2a6960330769ea18;gz%22	https://247cointrading.com/en/en/prices/crypto-index/bci10.html	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/en/en/prices/crypto-index/bci10.html	(from https://247cointrading.com/en/features.html)
15:40:24	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63fcba95-2a6960330769ea18;gz%22	https://247cointrading.com/en/en/prices/crypto-index/bci25.html	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/en/en/prices/crypto-index/bci25.html	(from https://247cointrading.com/en/features.html)
15:40:26	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63fcba95-2a6960330769ea18;gz%22	https://247cointrading.com/en/en/prices/crypto-index.html	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/en/en/prices/crypto-index.html	(from https://247cointrading.com/en/features.html)
15:40:27	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63fcba95-2a6960330769ea18;gz%22	https://247cointrading.com/en/en/prices/gold-xau.html	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/en/en/prices/gold-xau.html	(from https://247cointrading.com/en/features.html)
15:40:28	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63fcba95-2a6960330769ea18;gz%22	https://247cointrading.com/en/en/prices/silver-xag.html	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/en/en/prices/silver-xag.html	(from https://247cointrading.com/en/features.html)
15:40:29	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63fcba95-2a6960330769ea18;gz%22	https://247cointrading.com/en/en/prices/palladium-xpd.html	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/en/en/prices/palladium-xpd.html	(from https://247cointrading.com/en/features.html)
15:40:30	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63fcba95-2a6960330769ea18;gz%22	https://247cointrading.com/en/en/prices/platinum-xpt.html	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/en/en/prices/platinum-xpt.html	(from https://247cointrading.com/en/features.html)
15:40:32	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63fcba95-2a6960330769ea18;gz%22	https://247cointrading.com/en/en/prices/precious-metals.html	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/en/en/prices/precious-metals.html	(from https://247cointrading.com/en/features.html)
15:40:33	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63fcba95-2a6960330769ea18;gz%22	https://247cointrading.com/en/en/prices/commodities/brent-crude-oil.html	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/en/en/prices/commodities/brent-crude-oil.html	(from https://247cointrading.com/en/features.html)
15:40:34	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63fcba95-2a6960330769ea18;gz%22	https://247cointrading.com/en/en/prices/commodities/natural-gas-natgas.html	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/en/en/prices/commodities/natural-gas-natgas.html	(from https://247cointrading.com/en/features.html)
15:40:35	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63fcba95-2a6960330769ea18;gz%22	https://247cointrading.com/en/en/prices/commodities/wheat.html	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/en/en/prices/commodities/wheat.html	(from https://247cointrading.com/en/features.html)
15:40:37	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63fcba95-2a6960330769ea18;gz%22	https://247cointrading.com/en/en/prices/commodities/soybeans-soybean.html	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/en/en/prices/commodities/soybeans-soybean.html	(from https://247cointrading.com/en/features.html)
15:40:38	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63fcba95-2a6960330769ea18;gz%22	https://247cointrading.com/en/en/prices/commodities/copper.html	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/en/en/prices/commodities/copper.html	(from https://247cointrading.com/en/features.html)
15:40:39	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63fcba95-2a6960330769ea18;gz%22	https://247cointrading.com/en/en/prices/commodities/nickel.html	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/en/en/prices/commodities/nickel.html	(from https://247cointrading.com/en/features.html)
15:40:40	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63fcba95-2a6960330769ea18;gz%22	https://247cointrading.com/en/en/prices/commodities.html	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/en/en/prices/commodities.html	(from https://247cointrading.com/en/features.html)
15:40:42	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63fcba95-2a6960330769ea18;gz%22	https://247cointrading.com/en/en/features.html	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/en/en/features.html	(from https://247cointrading.com/en/features.html)
15:40:43	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63fcba95-2a6960330769ea18;gz%22	https://247cointrading.com/en/en/about-us.html	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/en/en/about-us.html	(from https://247cointrading.com/en/features.html)
15:40:44	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63fcba95-2a6960330769ea18;gz%22	https://247cointrading.com/en/en/security.html	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/en/en/security.html	(from https://247cointrading.com/en/features.html)
15:40:45	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63fcba95-2a6960330769ea18;gz%22	https://247cointrading.com/en/index.html	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/en/index.html	(from https://247cointrading.com/en/features.html)
15:40:47	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63fcba95-2a6960330769ea18;gz%22	https://247cointrading.com/en/en/prices/cryptocurrencies.html	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/en/en/prices/cryptocurrencies.html	(from https://247cointrading.com/en/features.html)
15:40:48	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63fcba95-2a6960330769ea18;gz%22	https://247cointrading.com/en/en/prices/stocks.html	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/en/en/prices/stocks.html	(from https://247cointrading.com/en/features.html)
15:40:49	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63fcba95-2a6960330769ea18;gz%22	https://247cointrading.com/en/en/limits.html	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/en/en/limits.html	(from https://247cointrading.com/en/features.html)
15:40:50	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63fcba95-2a6960330769ea18;gz%22	https://247cointrading.com/en/press-downloads.html	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/en/press-downloads.html	(from https://247cointrading.com/en/features.html)
15:40:52	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63fcba95-2a6960330769ea18;gz%22	https://247cointrading.com/en/career.html	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/en/career.html	(from https://247cointrading.com/en/features.html)
15:40:53	6609/6609	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2014%20Oct%202023%2014:40:53%20GMT	https://247cointrading.com/app/register/articles/360001705580-I-m-new-to-Bitpanda-Where-should-I-start-	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/app/register/articles/360001705580-I-m-new-to-Bitpanda-Where-should-I-start-	(from https://247cointrading.com/en/features.html)
15:40:54	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63fcba95-2a6960330769ea18;gz%22	https://247cointrading.com/en/savings-plan.html	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/en/savings-plan.html	(from https://247cointrading.com/en/features.html)
15:40:55	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2014%20Oct%202023%2014:40:55%20GMT	https://247cointrading.com/en/.	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/en/	(from https://247cointrading.com/en/features.html)
15:40:57	699/699	---M--	403	error ('Forbidden')	text/html	date:Sat,%2014%20Oct%202023%2014:40:57%20GMT	https://247cointrading.com/en/	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/en/index-2.html	(from https://247cointrading.com/en/features.html)
15:40:58	1735/1735	---M-Z	200	added ('OK')	text/plain	etag:%226c7-640d8b43-49799aeb7cb68f53;gz%22	https://247cointrading.com/app/storage/app/public/photos/upload-favicon.png1617293031	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/app/storage/app/public/photos/upload-favicon.png1617293031	(from https://247cointrading.com/app/login)
15:41:00	197425/197425	---M-Z	200	added ('OK')	text/css	etag:%2230331-640d8b43-a78fb98ee5ad7fc4;gz%22	https://247cointrading.com/app/temp/css/bootstrap.min.css	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/app/temp/css/bootstrap.min.css	(from https://247cointrading.com/app/login)
15:41:03	316661/316661	---M-Z	200	added ('OK')	text/css	etag:%224d4f5-640d8b43-3b9e5ada70e82239;gz%22	https://247cointrading.com/app/temp/css/materialdesignicons.min.css	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/app/temp/css/materialdesignicons.min.css	(from https://247cointrading.com/app/login)
15:41:03	62152/62152	---M-Z	200	added ('OK')	text/css	etag:%22f2c8-640d8b43-7e6995f4486aa122;gz%22	https://247cointrading.com/app/temp/css/line.css	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/app/temp/css/line.css	(from https://247cointrading.com/app/login)
15:41:06	121039/121039	---M-Z	200	added ('OK')	text/css	etag:%221d8cf-640d8b43-5b704cc38ebba19b;gz%22	https://247cointrading.com/app/temp/css/style.css	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/app/temp/css/style.css	(from https://247cointrading.com/app/login)
15:41:07	8771/8771	---M-Z	200	added ('OK')	text/css	etag:%222243-640d8b43-ebfd429b2a024f7e;gz%22	https://247cointrading.com/app/temp/css/colors/default.css	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/app/temp/css/colors/default.css	(from https://247cointrading.com/app/login)
15:41:09	95977/95977	---M-Z	200	added ('OK')	text/plain	etag:%22176e9-640d91ae-1f69a31b4e4f59f3;gz%22	https://247cointrading.com/app/storage/app/public/photos/XzouH5logo.png1678610862	/home/arewageek/dev/clones/247%20coin%20trading/247cointrading.com/app/storage/app/public/photos/XzouH5logo.png1678610862	(from https://247cointrading.com/app/login)
